asset_turnover,current_ratio,dividend_yield,eps,return,on_bal_vol,operating_leverage,payout_ratio,price,price/book,price/cashflow,price/earnings,price/earnings/growth,profit_margin,roa,roe,ros,rsi,stddev,stoch_osc,vol_roc,period
4.43801424,0.8561986290000001,0.0,-2.29,-1.660978385,-1444288,2.810199027,0.0,43.95,18.24521875,59.38918333,-19.19213974,-0.128881522,-5.750127205,-25.51914642,-244.85412680000002,-5.804618443,43.73249946,4.1459171669999995,83.07475317,166.0,2016-3-1
4.43801424,0.8561986290000001,0.0,-2.29,-11.00895804,-2673788,2.810199027,0.0,42.42,17.61006097,57.32171005,-18.52401747,-0.124394862,-5.750127205,-25.51914642,-244.85412680000002,-5.804618443,38.98910945,2.2558531719999997,100.4301075,45.0,2016-4-1
4.43801424,0.8561986290000001,0.0,-2.29,15.64167369,4172028,2.810199027,0.0,35.61,14.78298611,48.11942704,-15.55021834,-0.104424824,-5.750127205,-25.51914642,-244.85412680000002,-5.804618443,53.04993704,2.560122277,-66.76646707,46.0,2016-5-1
4.43801424,0.8561986290000001,0.0,-2.29,-6.001446132000001,-1199520,2.810199027,0.0,41.49,17.22398466,56.06501061,-18.11790393,-0.121667676,-5.750127205,-25.51914642,-244.85412680000002,-5.804618443,43.5721717,2.99097031,77.87610619,-54.0,2016-6-1
4.43801424,0.8561986290000001,0.0,-2.29,11.56706848,4902283,2.810199027,0.0,38.99,16.18614514,52.6867863,-17.02620087,-0.114336531,-5.750127205,-25.51914642,-244.85412680000002,-5.804618443,62.98673171,2.32994309,4.246284501,8.0,2016-7-1
4.43801424,0.8561986290000001,0.0,-2.29,-17.09364909,-8293303,2.810199027,0.0,46.45,19.28305827,62.76740764,-20.28384279,-0.136212667,-5.750127205,-25.51914642,-244.85412680000002,-5.804618443,26.94105606,4.43681595,562.7329193,-67.0,2016-8-1
4.43801424,0.8561986290000001,0.0,-2.29,1.49523073,3369265,2.810199027,0.0,38.79,16.10311798,52.41652836,-16.93886463,-0.11375004,-5.750127205,-25.51914642,-244.85412680000002,-5.804618443,56.77848391,2.9591980980000003,23.57414449,11.0,2016-9-1
4.43801424,0.8561986290000001,0.0,-2.29,-13.24830817,-7100283,2.810199027,0.0,38.42,15.94951773,51.91655116,-16.77729258,-0.11266503,-5.750127205,-25.51914642,-244.85412680000002,-5.804618443,34.31705243,1.647988915,150.1474926,-6.0,2016-10-1
4.43801424,0.8561986290000001,0.0,-2.29,14.04881101,7763312,2.810199027,0.0,31.96,13.26774042,43.18721955,-13.95633188,-0.093721353,-5.750127205,-25.51914642,-244.85412680000002,-5.804618443,43.88967784,3.047824729,-38.17663818,-21.0,2016-11-1
4.43801424,0.8561986290000001,0.0,-2.29,-5.551064403,-4492131,2.810199027,0.0,37.11,15.40568983,50.14636162,-16.20524017,-0.108823511,-5.750127205,-25.51914642,-244.85412680000002,-5.804618443,46.98321002,1.6851919780000002,59.1954023,6.0,2016-12-1
0.139004863,,4.850836769,1.65,-4.717438758,-811854,7.06699137,0.727272727,24.738000000000003,,15.30147762,14.99272727,0.577660963,38.0953445,5.295438138,11.34334288,54.74679504,45.89136485,1.8875574780000002,115.5612245,346.0,2016-1-1
0.139004863,,5.113345833,1.65,2.9827850689999997,-7168,7.06699137,0.727272727,23.468000000000004,,14.51593002,14.223030300000001,0.548004991,38.0953445,5.295438138,11.34334288,54.74679504,53.64926328,1.013608024,42.75405893,-44.0,2016-2-1
0.139004863,,4.7086521480000005,1.65,8.275456151,1746520,7.06699137,0.727272727,25.485,,15.76352806,15.44545455,0.595104278,38.0953445,5.295438138,11.34334288,54.74679504,56.8599511,1.219984741,-13.260762,2.0,2016-3-1
0.139004863,,4.378762999,1.65,-1.174968072,-2973862,7.06699137,0.727272727,27.405,,16.95112759,16.60909091,0.639938503,38.0953445,5.295438138,11.34334288,54.74679504,46.262609499999996,1.038536906,41.96428571,615.0,2016-4-1
0.139004863,,4.354294423,1.65,1.571174571,2872613,7.06699137,0.727272727,27.559,,17.04638297,16.70242424,0.643534581,38.0953445,5.295438138,11.34334288,54.74679504,53.6406168,1.207893946,67.25838264,224.0,2016-5-1
0.139004863,,4.262574595,1.65,6.614094913,1229102,7.06699137,0.727272727,28.151999999999997,,17.41317803,17.06181818,0.657381818,38.0953445,5.295438138,11.34334288,54.74679504,62.50868598,0.9248379859999999,-20.36199095,34.0,2016-6-1
0.139004863,,3.9678603310000002,1.65,8.167179182,2657469,7.06699137,0.727272727,30.243000000000002,,18.70654814,18.32909091,0.706209091,38.0953445,5.295438138,11.34334288,54.74679504,76.4764508,0.946083605,-57.92838875,16.0,2016-7-1
